id,image_id,category_id,segmentation,area,bbox,iscrowd,attributes,subset,set_type
237,895,26,"[[157.62, 82.0, 166.38, 86.69, 174.5, 92.31, 184.88, 98.19, 194.62, 103.0, 206.0, 106.19, 213.38, 108.75, 222.0, 93.69, 212.5, 90.69, 200.5, 86.81, 192.25, 83.12, 181.25, 76.62, 174.75, 72.12, 166.38, 64.62]]",1072.0,"[157.62, 64.62, 64.38, 44.13]",0,{'occluded': False},train,stenosis
238,445,26,"[[156.0, 321.0, 157.0, 330.0, 158.38, 342.75, 159.0, 349.75, 160.38, 360.5, 161.25, 369.5, 162.38, 380.25, 164.12, 392.75, 165.38, 402.5, 166.38, 410.0, 168.12, 417.5, 170.62, 423.5, 182.62, 416.5, 181.38, 408.0, 179.75, 398.0, 178.38, 386.0, 177.62, 376.0, 177.25, 366.0, 176.75, 355.75, 176.62, 346.25, 175.62, 334.75, 175.38, 326.25, 175.25, 318.5]]",1649.0,"[156.0, 318.5, 26.62, 105.0]",0,{'occluded': False},train,stenosis
239,609,26,"[[115.44, 80.12, 110.06, 95.56, 139.75, 105.0, 155.12, 116.88, 175.88, 121.62, 194.38, 125.19, 196.12, 106.25, 168.75, 106.81, 145.62, 96.12, 135.0, 88.44, 115.44, 81.31]]",1267.0,"[110.06, 80.12, 86.06, 45.07]",0,{'occluded': False},train,stenosis
240,634,26,"[[191.62, 149.25, 195.88, 153.75, 200.5, 158.62, 206.25, 164.12, 210.25, 168.38, 214.25, 172.75, 218.38, 178.5, 221.62, 184.75, 224.12, 189.88, 226.25, 195.38, 228.5, 202.5, 230.38, 209.62, 231.88, 214.62, 233.5, 222.25, 235.0, 228.88, 236.38, 234.25, 237.38, 240.62, 238.0, 247.25, 239.0, 253.5, 249.88, 249.38, 249.38, 241.0, 248.88, 233.75, 248.38, 228.0, 247.0, 222.0, 245.62, 216.0, 243.75, 208.75, 241.75, 201.75, 239.25, 193.38, 236.88, 187.0, 234.75, 180.5, 232.25, 174.75, 228.25, 168.88, 225.62, 165.12, 223.25, 162.12, 220.0, 158.75, 215.25, 153.75, 211.75, 150.25, 208.62, 147.12, 205.62, 144.62, 201.25, 140.5]]",1580.0,"[191.62, 140.5, 58.26, 113.0]",0,{'occluded': False},train,stenosis
241,634,26,"[[89.69, 95.44, 96.0, 96.0, 104.69, 97.12, 112.06, 98.56, 119.88, 100.88, 127.56, 103.25, 132.88, 105.56, 140.0, 109.88, 145.88, 113.12, 149.75, 115.88, 159.0, 96.56, 152.62, 93.56, 148.88, 91.75, 143.88, 89.88, 138.0, 88.12, 132.38, 86.25, 127.69, 84.44, 123.25, 83.56, 118.38, 82.62, 113.19, 81.56, 108.06, 80.88, 104.06, 80.25, 100.25, 79.62]]",1143.0,"[89.69, 79.62, 69.31, 36.26]",0,{'occluded': False},train,stenosis
242,634,26,"[[168.88, 101.25, 174.5, 98.75, 182.25, 96.38, 190.62, 95.12, 195.25, 94.62, 201.0, 95.12, 207.62, 96.06, 216.12, 98.56, 221.25, 100.56, 226.12, 103.19, 229.62, 105.44, 233.62, 109.44, 236.5, 112.56, 239.88, 115.88, 242.75, 118.62, 246.12, 122.06, 248.38, 124.81, 251.0, 128.0, 253.62, 131.38, 255.75, 134.0, 259.0, 137.5, 262.0, 140.62, 264.5, 144.0, 267.25, 147.38, 270.25, 150.5, 272.25, 153.38, 259.25, 156.62, 255.88, 152.25, 252.5, 147.5, 249.62, 144.12, 246.25, 140.12, 243.0, 136.62, 239.12, 133.0, 235.25, 129.25, 231.0, 124.38, 228.12, 121.38, 225.5, 118.94, 222.12, 116.12, 219.38, 113.44, 214.62, 110.06, 212.25, 108.62, 209.25, 108.06, 205.75, 107.44, 202.62, 107.06, 199.38, 106.75, 195.62, 106.94, 191.12, 107.75, 186.88, 108.88, 183.5, 109.75, 179.62, 110.94, 178.38, 111.94]]",1400.0,"[168.88, 94.62, 103.37, 62.0]",0,{'occluded': False},train,stenosis
243,715,26,"[[239.38, 119.88, 233.5, 134.12, 253.0, 145.38, 277.5, 160.25, 295.25, 178.62, 304.0, 190.5, 319.0, 187.5, 305.25, 165.5, 278.5, 145.38, 262.5, 131.75, 241.75, 119.88]]",1478.0,"[233.5, 119.88, 85.5, 70.62]",0,{'occluded': False},train,stenosis
244,715,26,"[[232.12, 106.19, 243.5, 105.5, 256.5, 106.75, 267.25, 110.0, 278.5, 117.62, 291.0, 125.44, 302.25, 134.75, 311.0, 124.31, 299.25, 115.5, 288.25, 108.12, 277.25, 102.31, 268.5, 97.25, 255.25, 92.38, 240.88, 91.31, 230.75, 92.69]]",1100.0,"[230.75, 91.31, 80.25, 43.44]",0,{'occluded': False},train,stenosis
245,794,26,"[[257.0, 132.5, 264.5, 134.0, 269.5, 135.75, 277.0, 138.12, 283.5, 140.62, 287.0, 143.25, 288.75, 145.75, 289.0, 148.12, 288.75, 151.12, 299.75, 152.5, 300.25, 147.75, 301.0, 143.12, 300.75, 140.38, 299.75, 136.75, 298.25, 134.12, 296.75, 132.0, 294.25, 129.75, 291.25, 127.88, 286.25, 125.19, 281.5, 123.06, 275.25, 121.25, 268.75, 120.06, 261.0, 118.12]]",727.0,"[257.0, 118.12, 44.0, 34.38]",0,{'occluded': False},train,stenosis
246,794,26,"[[220.75, 188.75, 226.0, 192.62, 232.25, 197.25, 241.88, 203.12, 249.38, 207.62, 256.25, 211.62, 264.0, 215.38, 273.75, 218.0, 280.5, 220.0, 289.0, 222.88, 295.5, 227.0, 300.75, 230.0, 306.5, 234.12, 312.0, 239.5, 318.25, 245.75, 323.0, 251.0, 330.0, 242.12, 325.0, 235.75, 318.5, 228.25, 312.0, 222.0, 305.0, 218.75, 296.5, 214.62, 287.5, 211.5, 280.0, 208.88, 272.25, 205.75, 264.5, 202.88, 259.25, 199.75, 254.12, 197.0, 246.38, 193.0, 240.62, 189.88, 234.88, 186.0, 228.5, 179.75]]",1379.0,"[220.75, 179.75, 109.25, 71.25]",0,{'occluded': False},train,stenosis
247,177,26,"[[222.75, 136.5, 220.38, 150.12, 241.25, 150.75, 250.62, 161.38, 259.5, 163.75, 266.0, 157.25, 257.25, 142.38, 243.5, 135.25, 225.75, 134.75]]",729.0,"[220.38, 134.75, 45.62, 29.0]",0,{'occluded': False},train,stenosis
248,119,26,"[[227.38, 79.38, 234.62, 82.69, 240.62, 85.75, 249.88, 89.5, 257.5, 93.25, 266.25, 97.75, 274.25, 102.62, 283.5, 107.19, 289.75, 110.69, 298.0, 115.69, 304.5, 118.88, 312.25, 124.62, 317.5, 129.5, 322.75, 135.75, 328.75, 143.62, 333.75, 150.38, 337.5, 155.62, 341.75, 161.12, 354.0, 152.75, 349.75, 147.0, 344.25, 140.25, 339.5, 135.25, 335.0, 129.0, 329.75, 123.94, 323.0, 117.06, 317.5, 112.5, 308.75, 106.94, 302.0, 102.62, 294.0, 98.0, 288.25, 94.25, 281.0, 90.31, 274.75, 86.75, 268.75, 82.94, 263.25, 79.06, 257.0, 76.0, 252.0, 73.38, 247.38, 71.25, 242.0, 69.75, 234.62, 67.5]]",2039.0,"[227.38, 67.5, 126.62, 93.62]",0,{'occluded': False},train,stenosis
249,119,26,"[[120.62, 96.62, 127.69, 99.5, 135.75, 102.06, 145.5, 103.94, 154.62, 105.69, 160.25, 106.81, 165.88, 106.38, 170.5, 103.94, 175.12, 102.62, 179.75, 102.62, 184.12, 104.88, 186.0, 91.5, 183.25, 88.75, 178.25, 87.69, 173.25, 88.38, 169.88, 90.81, 166.12, 92.31, 161.88, 93.75, 155.75, 93.94, 149.0, 92.56, 142.25, 91.06, 137.62, 89.31, 131.25, 87.25, 126.88, 85.56, 120.75, 83.25]]",856.0,"[120.62, 83.25, 65.38, 23.56]",0,{'occluded': False},train,stenosis
250,806,26,"[[195.5, 201.12, 211.5, 197.0, 218.0, 219.0, 223.38, 234.38, 216.25, 265.75, 213.88, 277.75, 199.12, 273.5, 208.5, 243.25, 204.38, 218.38, 197.88, 204.12]]",1120.0,"[195.5, 197.0, 27.88, 80.75]",0,{'occluded': False},train,stenosis
251,178,26,"[[190.12, 231.88, 189.88, 239.62, 190.38, 248.25, 191.62, 256.75, 193.12, 266.75, 194.75, 277.0, 197.75, 286.0, 200.75, 292.5, 204.25, 300.0, 209.62, 310.0, 214.25, 317.5, 220.38, 325.5, 228.12, 332.25, 236.75, 339.0, 245.0, 343.0, 255.75, 345.5, 267.5, 346.5, 277.0, 346.5, 282.75, 346.25, 282.75, 335.25, 275.25, 334.75, 263.5, 333.75, 255.75, 332.25, 246.88, 329.5, 240.25, 325.5, 235.25, 321.75, 230.38, 317.25, 225.88, 311.75, 221.62, 305.5, 218.0, 300.0, 215.12, 294.25, 210.75, 284.5, 208.5, 276.5, 207.25, 270.0, 206.62, 261.75, 205.62, 252.5, 205.5, 244.5, 205.5, 237.62, 205.5, 230.88]]",2111.0,"[189.88, 230.88, 92.87, 115.62]",0,{'occluded': False},train,stenosis
252,514,26,"[[238.25, 163.62, 237.5, 168.62, 237.38, 175.62, 237.38, 184.25, 238.0, 193.75, 239.38, 203.75, 241.0, 211.75, 243.88, 219.62, 247.0, 227.25, 255.0, 235.88, 263.25, 229.62, 259.25, 225.25, 256.0, 219.5, 253.12, 213.38, 251.88, 208.5, 250.0, 198.62, 249.25, 190.62, 248.62, 182.88, 249.25, 172.12, 250.62, 164.5]]",823.0,"[237.38, 163.62, 25.87, 72.26]",0,{'occluded': False},train,stenosis
253,514,26,"[[201.38, 40.5, 206.88, 44.22, 210.62, 47.91, 213.62, 51.81, 216.5, 56.22, 218.88, 62.0, 221.38, 68.44, 222.75, 72.69, 225.38, 81.81, 240.25, 78.62, 237.88, 70.19, 235.25, 62.0, 233.25, 55.62, 230.5, 49.72, 228.12, 44.81, 225.38, 40.81, 222.38, 38.12, 219.5, 35.91, 214.5, 31.7]]",800.0,"[201.38, 31.7, 38.87, 50.11]",0,{'occluded': False},train,stenosis
254,640,26,"[[140.62, 246.12, 136.88, 249.88, 132.75, 256.75, 129.12, 269.0, 126.38, 279.0, 124.38, 286.5, 122.38, 296.25, 119.88, 307.25, 118.56, 314.5, 117.69, 322.75, 117.56, 335.0, 130.12, 334.0, 130.25, 327.0, 131.12, 317.75, 132.38, 309.5, 133.88, 299.75, 136.25, 290.75, 138.38, 284.0, 141.5, 274.5, 143.62, 267.0, 147.0, 259.5, 151.62, 251.0]]",1156.0,"[117.56, 246.12, 34.06, 88.88]",0,{'occluded': False},train,stenosis
255,798,26,"[[282.75, 192.88, 285.5, 197.62, 288.75, 203.5, 290.75, 207.25, 294.75, 212.75, 297.5, 216.88, 300.5, 221.0, 304.75, 224.38, 308.75, 226.5, 313.25, 228.38, 318.5, 231.5, 321.75, 233.5, 329.0, 224.5, 325.25, 221.88, 319.0, 218.0, 315.5, 215.38, 311.5, 212.38, 307.5, 208.88, 305.0, 205.5, 302.5, 202.12, 299.25, 197.25, 297.5, 194.12, 294.25, 189.12]]",675.0,"[282.75, 189.12, 46.25, 44.38]",0,{'occluded': False},train,stenosis
256,714,26,"[[154.62, 153.12, 167.62, 156.62, 162.25, 185.75, 156.38, 207.62, 138.0, 226.0, 130.25, 237.88, 119.0, 230.25, 138.5, 202.88, 152.25, 177.38, 154.0, 154.88]]",1243.0,"[119.0, 153.12, 48.62, 84.76]",0,{'occluded': False},train,stenosis
257,109,26,"[[85.5, 189.25, 87.88, 185.62, 90.75, 180.38, 94.56, 175.0, 98.38, 170.25, 103.56, 165.12, 108.5, 161.12, 113.19, 158.0, 119.5, 154.25, 126.25, 166.75, 122.69, 168.25, 119.56, 169.88, 116.06, 172.62, 112.69, 175.25, 109.0, 178.75, 106.06, 182.0, 103.0, 185.38, 99.69, 189.12, 96.88, 192.75, 94.88, 195.25]]",600.0,"[85.5, 154.25, 40.75, 41.0]",0,{'occluded': False},train,stenosis
258,109,26,"[[121.88, 152.5, 125.5, 150.62, 131.62, 149.25, 136.62, 149.12, 143.12, 149.25, 149.62, 149.88, 156.38, 151.38, 164.25, 153.12, 171.75, 154.62, 181.75, 156.25, 176.38, 172.62, 170.0, 170.75, 165.12, 169.88, 160.75, 168.75, 156.12, 167.75, 152.12, 166.75, 146.75, 166.0, 141.12, 166.0, 137.25, 166.12, 133.0, 166.5, 128.62, 166.75]]",903.0,"[121.88, 149.12, 59.87, 23.5]",0,{'occluded': False},train,stenosis
259,109,26,"[[176.38, 398.25, 180.88, 398.0, 186.5, 398.5, 194.0, 399.25, 202.25, 400.25, 209.25, 401.75, 215.38, 401.5, 222.5, 400.25, 226.38, 399.0, 230.25, 394.5, 232.25, 388.0, 233.0, 384.25, 233.5, 377.5, 242.38, 379.25, 241.88, 382.5, 241.38, 385.5, 240.75, 389.0, 240.38, 391.75, 239.0, 396.25, 237.75, 399.25, 235.62, 402.5, 233.0, 406.0, 229.38, 409.0, 225.75, 410.25, 221.62, 411.5, 215.62, 411.75, 209.88, 412.0, 204.5, 411.0, 199.25, 409.75, 193.75, 408.75, 186.12, 408.25, 179.25, 408.0, 173.88, 408.0]]",795.0,"[173.88, 377.5, 68.5, 34.5]",0,{'occluded': False},train,stenosis
260,109,26,"[[151.0, 416.75, 156.88, 419.0, 162.38, 420.25, 170.25, 422.5, 178.75, 423.25, 188.88, 424.5, 195.12, 426.25, 202.12, 429.0, 206.88, 430.0, 213.88, 430.0, 219.62, 430.75, 227.62, 432.25, 234.25, 433.0, 242.75, 434.0, 243.88, 426.25, 236.75, 424.75, 229.25, 423.25, 222.88, 421.5, 217.0, 420.5, 209.38, 419.75, 205.5, 419.5, 201.38, 418.25, 196.12, 415.5, 190.75, 414.25, 185.38, 413.0, 176.88, 412.0, 170.0, 411.25, 164.5, 409.75, 159.38, 408.5, 154.88, 408.0]]",923.0,"[151.0, 408.0, 92.88, 26.0]",0,{'occluded': False},train,stenosis
261,109,26,"[[48.41, 237.38, 45.12, 241.88, 40.12, 247.38, 36.31, 253.75, 32.84, 259.5, 29.56, 265.0, 26.28, 270.0, 23.86, 275.75, 21.8, 281.5, 21.09, 288.0, 21.09, 293.75, 21.3, 300.5, 22.48, 308.25, 23.86, 315.75, 25.42, 322.25, 28.0, 331.0, 29.39, 336.75, 32.34, 344.25, 35.44, 352.5, 38.72, 358.0, 42.53, 365.75, 55.31, 360.25, 51.88, 354.5, 49.62, 349.25, 47.72, 343.0, 45.47, 338.25, 42.88, 331.75, 40.44, 325.75, 39.06, 321.5, 37.16, 316.0, 35.28, 309.5, 34.22, 302.75, 33.69, 295.5, 34.19, 288.5, 36.12, 280.25, 39.06, 274.0, 41.66, 268.75, 44.69, 262.25, 47.53, 257.5, 51.88, 251.0, 53.94, 247.12, 58.59, 241.25]]",1728.0,"[21.09, 237.38, 37.5, 128.37]",0,{'occluded': False},train,stenosis
262,109,26,"[[46.84, 374.75, 48.94, 379.0, 51.94, 383.25, 55.44, 388.75, 59.03, 392.5, 63.53, 397.0, 67.81, 401.0, 72.12, 404.5, 77.5, 407.75, 82.81, 410.5, 88.25, 412.75, 96.94, 414.0, 107.31, 414.75, 115.31, 414.5, 124.25, 414.0, 133.5, 414.25, 140.25, 414.75, 148.62, 415.5, 153.0, 407.5, 155.75, 406.75, 161.12, 404.5, 154.62, 399.0, 150.38, 400.0, 143.62, 400.25, 138.12, 400.5, 129.88, 400.25, 124.94, 400.5, 120.5, 400.5, 114.12, 400.0, 106.69, 399.5, 99.94, 398.25, 95.0, 397.0, 88.5, 395.5, 82.5, 393.25, 76.38, 390.0, 72.81, 386.75, 69.0, 383.25, 65.12, 379.0, 62.84, 375.75, 59.72, 370.75]]",1675.0,"[46.84, 370.75, 114.28, 44.75]",0,{'occluded': False},train,stenosis
263,729,26,"[[81.56, 243.25, 84.69, 236.38, 88.38, 229.12, 93.5, 219.5, 98.12, 212.0, 102.69, 204.75, 108.25, 195.62, 125.12, 201.25, 121.62, 207.0, 118.44, 212.75, 115.12, 218.62, 111.19, 225.0, 106.88, 231.5, 104.5, 236.25, 100.81, 242.38, 98.5, 247.25]]",941.0,"[81.56, 195.62, 43.56, 51.63]",0,{'occluded': False},train,stenosis
264,729,26,"[[140.38, 337.5, 147.12, 335.25, 156.62, 332.25, 168.38, 329.75, 174.75, 329.0, 185.62, 328.0, 196.88, 327.25, 210.25, 327.0, 220.38, 326.75, 229.25, 326.5, 242.38, 326.5, 257.25, 327.5, 269.25, 328.5, 279.5, 329.5, 289.0, 330.0, 295.5, 330.5, 297.75, 343.0, 289.5, 343.0, 282.25, 343.0, 275.5, 343.0, 267.5, 343.25, 260.5, 343.75, 251.75, 344.0, 246.12, 344.5, 235.75, 344.25, 224.62, 345.0, 216.12, 345.0, 208.5, 344.25, 195.38, 344.25, 187.62, 344.0, 179.38, 345.0, 172.62, 345.5, 161.5, 347.0]]",2347.0,"[140.38, 326.5, 157.37, 20.5]",0,{'occluded': False},train,stenosis
265,754,26,"[[148.5, 178.12, 148.88, 171.75, 149.38, 163.5, 149.88, 153.75, 150.12, 144.75, 151.38, 135.62, 153.0, 127.69, 154.25, 121.5, 155.88, 116.19, 158.62, 108.81, 161.0, 103.19, 177.38, 106.31, 176.0, 111.56, 174.62, 118.0, 173.25, 122.88, 172.12, 127.5, 170.62, 134.0, 169.62, 139.38, 168.75, 145.62, 168.0, 150.75, 167.38, 156.75, 166.38, 162.75, 165.75, 168.25, 165.5, 175.0, 165.5, 178.62]]",1339.0,"[148.5, 103.19, 28.88, 75.43]",0,{'occluded': False},train,stenosis
266,754,26,"[[159.38, 216.12, 162.62, 221.25, 164.88, 225.88, 168.0, 232.12, 170.75, 238.88, 172.88, 242.75, 187.5, 235.75, 184.62, 230.5, 181.62, 224.38, 178.88, 218.0, 174.88, 211.75, 171.88, 205.0, 167.75, 197.62]]",579.0,"[159.38, 197.62, 28.12, 45.13]",0,{'occluded': False},train,stenosis
267,754,26,"[[177.75, 54.47, 185.62, 54.28, 196.0, 53.38, 206.0, 51.97, 216.88, 50.88, 225.38, 50.09, 233.88, 49.28, 243.5, 48.47, 249.88, 47.78, 255.5, 63.28, 249.12, 64.19, 243.5, 65.19, 234.88, 66.38, 227.0, 67.5, 218.0, 68.25, 207.5, 69.56, 199.25, 70.5, 192.0, 71.38, 181.62, 72.75]]",1279.0,"[177.75, 47.78, 77.75, 24.97]",0,{'occluded': False},train,stenosis
268,254,26,"[[117.88, 287.25, 123.25, 283.5, 129.12, 280.25, 135.5, 277.5, 140.62, 275.5, 146.75, 272.25, 154.62, 268.75, 161.12, 266.0, 170.5, 274.5, 165.0, 277.75, 160.62, 280.25, 154.62, 283.5, 148.88, 286.75, 142.5, 289.5, 136.25, 291.5, 131.38, 293.25, 125.06, 295.5]]",636.0,"[117.88, 266.0, 52.62, 29.5]",0,{'occluded': False},train,stenosis
269,254,26,"[[88.31, 148.5, 84.88, 153.75, 79.25, 160.12, 74.25, 165.75, 68.62, 173.0, 64.06, 179.0, 59.03, 186.0, 53.81, 192.0, 48.59, 197.88, 44.38, 203.25, 38.78, 209.5, 34.16, 215.25, 28.14, 225.12, 24.33, 232.0, 20.72, 239.62, 18.52, 249.38, 18.31, 256.75, 18.11, 262.5, 19.91, 271.0, 22.31, 277.25, 25.53, 286.0, 27.94, 290.5, 33.56, 298.25, 46.59, 290.75, 43.59, 286.25, 40.97, 282.0, 39.78, 278.75, 37.59, 270.5, 35.91, 264.25, 35.31, 257.5, 35.41, 250.38, 36.97, 242.0, 42.97, 231.38, 47.19, 224.12, 54.0, 215.5, 60.84, 205.5, 69.44, 194.5, 74.06, 188.62, 80.88, 180.25, 87.31, 172.38, 92.5, 166.12, 97.31, 160.38, 100.75, 156.38]]",2548.0,"[18.11, 148.5, 82.64, 149.75]",0,{'occluded': False},train,stenosis
270,254,26,"[[131.5, 293.75, 139.75, 292.25, 147.88, 291.5, 157.38, 290.0, 166.5, 289.0, 174.25, 288.0, 182.12, 287.25, 190.38, 286.5, 199.62, 286.5, 207.75, 285.75, 216.12, 285.0, 224.25, 284.5, 231.25, 284.0, 233.62, 293.0, 227.88, 293.75, 219.12, 294.75, 213.25, 296.0, 205.25, 296.25, 199.12, 296.5, 190.62, 297.25, 183.88, 298.0, 177.38, 298.5, 171.5, 299.0, 164.38, 299.5, 158.12, 300.25, 151.88, 301.0, 145.12, 301.75, 140.12, 302.5, 135.25, 302.5, 127.75, 303.5]]",1048.0,"[127.75, 284.0, 105.87, 19.5]",0,{'occluded': False},train,stenosis
271,254,26,"[[91.06, 146.12, 98.25, 135.5, 105.06, 126.88, 109.62, 120.0, 116.12, 111.81, 119.12, 107.44, 123.19, 104.12, 131.0, 99.25, 139.88, 95.12, 146.88, 92.56, 151.12, 91.25, 159.62, 90.94, 165.62, 91.56, 176.38, 92.62, 187.25, 94.0, 197.38, 94.44, 196.0, 112.5, 186.5, 112.12, 177.0, 112.12, 168.75, 112.0, 158.88, 112.62, 151.75, 114.62, 145.25, 116.31, 140.88, 119.31, 134.5, 123.69, 127.31, 128.38, 121.0, 133.38, 115.12, 138.75, 110.94, 143.38, 106.81, 148.62, 102.56, 152.38]]",2275.0,"[91.06, 90.94, 106.32, 61.44]",0,{'occluded': False},train,stenosis
272,254,26,"[[67.88, 309.75, 73.06, 309.5, 79.56, 307.75, 86.69, 303.75, 94.12, 299.25, 102.94, 295.25, 107.94, 293.25, 115.31, 289.75, 117.56, 303.75, 112.19, 305.25, 106.31, 307.75, 99.0, 311.25, 93.88, 314.0, 88.19, 316.5, 83.62, 318.75, 76.31, 320.75, 71.5, 322.0, 66.12, 321.75]]",665.0,"[66.12, 289.75, 51.44, 32.25]",0,{'occluded': False},train,stenosis
273,920,26,"[[94.38, 215.75, 99.81, 218.12, 106.12, 220.12, 114.19, 221.0, 122.38, 221.0, 130.5, 220.12, 138.75, 218.5, 148.5, 217.0, 154.75, 214.62, 162.75, 210.12, 150.75, 193.25, 147.25, 195.25, 141.75, 197.12, 138.75, 198.5, 133.12, 199.88, 127.19, 201.12, 121.0, 201.25, 115.31, 201.0, 109.88, 200.0, 105.19, 198.5, 100.62, 197.0]]",1242.0,"[94.38, 193.25, 68.37, 27.75]",0,{'occluded': False},train,stenosis
274,920,26,"[[102.88, 294.0, 110.12, 294.5, 116.5, 294.5, 123.31, 295.25, 129.25, 297.0, 136.12, 299.25, 142.88, 301.5, 149.5, 304.0, 154.12, 306.25, 158.75, 309.0, 163.25, 311.5, 168.0, 314.25, 171.0, 316.25, 177.88, 303.25, 172.75, 301.0, 168.25, 299.0, 162.88, 295.5, 158.62, 292.25, 154.0, 290.0, 147.88, 287.75, 143.75, 286.0, 137.12, 284.25, 131.25, 282.25, 125.69, 281.25, 121.12, 280.75, 117.0, 280.25, 112.5, 280.25, 109.5, 280.25, 106.62, 280.0]]",1068.0,"[102.88, 280.0, 75.0, 36.25]",0,{'occluded': False},train,stenosis
275,370,26,"[[102.31, 212.88, 108.81, 223.0, 124.81, 211.75, 138.5, 210.0, 154.5, 210.0, 172.25, 212.88, 176.5, 216.5, 179.38, 198.12, 158.62, 194.5, 140.88, 194.5, 133.12, 194.5, 118.31, 199.88, 103.5, 207.5]]",1165.0,"[102.31, 194.5, 77.07, 28.5]",0,{'occluded': False},train,stenosis
276,370,26,"[[194.38, 219.25, 200.38, 220.5, 205.38, 220.88, 209.88, 220.75, 214.38, 219.12, 218.0, 217.25, 221.25, 215.62, 226.25, 212.0, 230.25, 208.88, 232.12, 207.12, 225.88, 192.5, 222.62, 194.75, 220.12, 197.25, 216.25, 200.25, 212.88, 202.75, 208.25, 205.0, 204.0, 205.38, 196.12, 205.12]]",583.0,"[194.38, 192.5, 37.74, 28.38]",0,{'occluded': False},train,stenosis
277,370,26,"[[96.0, 184.12, 101.88, 184.38, 110.0, 185.12, 119.06, 185.38, 130.0, 185.62, 140.75, 185.62, 152.12, 184.38, 164.5, 183.12, 170.88, 182.38, 169.0, 161.75, 164.5, 162.62, 161.0, 163.0, 153.25, 164.0, 147.25, 165.12, 140.25, 165.5, 132.25, 166.25, 122.5, 166.5, 114.25, 166.62, 108.5, 166.25, 101.38, 166.0, 98.12, 165.38]]",1421.0,"[96.0, 161.75, 74.88, 23.87]",0,{'occluded': False},train,stenosis
278,108,26,"[[127.25, 166.12, 144.5, 171.5, 132.62, 189.88, 121.38, 216.0, 108.31, 270.0, 105.94, 311.5, 111.25, 322.25, 94.06, 330.0, 86.94, 290.25, 98.19, 246.25, 105.94, 205.88, 116.62, 181.0, 128.5, 165.0]]",2827.0,"[86.94, 165.0, 57.56, 165.0]",0,{'occluded': False},train,stenosis
279,904,26,"[[254.62, 167.62, 256.5, 165.0, 257.75, 161.88, 259.5, 156.5, 259.75, 152.88, 258.75, 148.62, 256.75, 144.62, 254.88, 142.12, 251.88, 139.38, 259.5, 134.38, 262.25, 137.62, 265.0, 140.75, 267.5, 145.5, 269.25, 150.62, 270.5, 155.62, 270.25, 161.12, 269.75, 166.75, 268.5, 171.38]]",376.0,"[251.88, 134.38, 18.62, 37.0]",0,{'occluded': False},train,stenosis
280,904,26,"[[265.0, 204.25, 270.0, 204.0, 274.0, 203.12, 279.5, 201.75, 283.0, 200.25, 288.25, 198.0, 292.5, 196.0, 296.75, 193.38, 300.0, 191.0, 304.5, 187.88, 298.75, 177.0, 296.0, 179.38, 293.0, 181.88, 289.5, 183.62, 286.25, 185.62, 281.5, 187.62, 278.25, 189.38, 273.25, 191.5, 269.5, 192.38, 266.5, 192.5, 263.75, 192.25]]",487.0,"[263.75, 177.0, 40.75, 27.25]",0,{'occluded': False},train,stenosis
281,432,26,"[[145.88, 77.75, 149.62, 75.69, 154.12, 74.19, 159.25, 73.19, 163.5, 73.38, 168.88, 74.56, 173.38, 76.25, 177.5, 79.0, 180.38, 82.0, 184.12, 86.25, 187.38, 90.19, 191.75, 95.0, 194.12, 97.75, 197.88, 102.19, 198.88, 104.25, 206.88, 95.56, 204.38, 91.69, 201.38, 87.19, 198.38, 83.25, 194.62, 78.88, 191.62, 75.25, 188.88, 72.5, 185.75, 69.69, 181.38, 66.06, 178.75, 64.19, 175.62, 62.59, 172.88, 60.78, 167.38, 59.47, 164.25, 59.38, 158.38, 60.19, 155.12, 61.69, 150.88, 63.19, 146.88, 64.88, 141.38, 67.69]]",939.0,"[141.38, 59.38, 65.5, 44.87]",0,{'occluded': False},train,stenosis
282,432,26,"[[108.62, 81.38, 113.5, 81.19, 118.31, 82.06, 122.31, 83.38, 127.31, 86.06, 131.25, 88.19, 136.0, 91.69, 140.0, 94.75, 143.5, 97.88, 148.12, 101.0, 151.75, 103.5, 156.38, 106.5, 159.88, 108.75, 166.0, 110.25, 169.25, 98.06, 165.38, 96.75, 160.38, 94.69, 156.88, 93.25, 153.38, 90.19, 149.5, 87.5, 145.88, 83.88, 141.88, 80.38, 138.38, 77.5, 134.88, 75.19, 131.38, 73.25, 127.12, 71.38, 122.75, 70.06, 117.12, 69.25, 110.12, 68.5]]",828.0,"[108.62, 68.5, 60.63, 41.75]",0,{'occluded': False},train,stenosis
283,321,26,"[[215.62, 74.12, 221.62, 73.19, 229.75, 71.56, 239.12, 69.19, 249.0, 66.88, 258.0, 64.38, 265.25, 62.88, 272.25, 62.16, 278.0, 63.06, 283.75, 65.69, 289.25, 69.25, 295.5, 73.06, 301.0, 77.38, 306.25, 81.94, 312.0, 86.06, 316.0, 90.25, 321.0, 95.25, 325.25, 100.44, 329.5, 105.56, 332.0, 108.88, 319.75, 118.38, 314.75, 112.38, 311.0, 108.38, 307.25, 103.44, 302.75, 98.69, 298.25, 93.38, 295.0, 90.06, 290.25, 86.19, 285.5, 82.69, 278.25, 79.38, 272.25, 78.19, 264.25, 77.56, 259.0, 78.06, 253.75, 78.69, 246.88, 80.38, 241.5, 81.38, 235.0, 82.88]]",1671.0,"[215.62, 62.16, 116.38, 56.22]",0,{'occluded': False},train,stenosis
