amostra,valor_velocidade_vento,conjunto_velocidade_vento,pertinencia_velocidade_vento,valor_umidade_relativa,conjunto_umidade_relativa,pertinencia_umidade_relativa,valor_vibracao_torre,conjunto_vibracao_torre,pertinencia_vibracao_torre
2,10.8,alta,0.0,42.0,moderada,0.13333333333333333,3.2,alta,0.0
2,10.8,alta,0.0,42.0,moderada,0.13333333333333333,3.2,altissimo,0.0
2,10.8,alta,0.0,42.0,alta,0.0,3.2,baixa,0.0
2,10.8,alta,0.0,42.0,alta,0.0,3.2,media,0.6399999999999999
2,10.8,alta,0.0,42.0,alta,0.0,3.2,media_alta,0.0
2,10.8,alta,0.0,42.0,alta,0.0,3.2,alta,0.0
2,10.8,alta,0.0,42.0,alta,0.0,3.2,altissimo,0.0
2,10.8,alta,0.0,42.0,altissima,0.0,3.2,baixa,0.0
2,10.8,alta,0.0,42.0,altissima,0.0,3.2,media,0.6399999999999999
2,10.8,alta,0.0,42.0,altissima,0.0,3.2,media_alta,0.0
2,10.8,alta,0.0,42.0,altissima,0.0,3.2,alta,0.0
2,10.8,alta,0.0,42.0,altissima,0.0,3.2,altissimo,0.0
2,10.8,altissimo,0.0,42.0,muito_baixa,0.0,3.2,baixa,0.0
2,10.8,altissimo,0.0,42.0,muito_baixa,0.0,3.2,media,0.6399999999999999
2,10.8,altissimo,0.0,42.0,muito_baixa,0.0,3.2,media_alta,0.0
2,10.8,altissimo,0.0,42.0,muito_baixa,0.0,3.2,alta,0.0
2,10.8,altissimo,0.0,42.0,muito_baixa,0.0,3.2,altissimo,0.0
2,10.8,altissimo,0.0,42.0,baixa,0.5333333333333333,3.2,baixa,0.0
2,10.8,altissimo,0.0,42.0,baixa,0.5333333333333333,3.2,media,0.6399999999999999
2,10.8,altissimo,0.0,42.0,baixa,0.5333333333333333,3.2,media_alta,0.0
2,10.8,altissimo,0.0,42.0,baixa,0.5333333333333333,3.2,alta,0.0
2,10.8,altissimo,0.0,42.0,baixa,0.5333333333333333,3.2,altissimo,0.0
2,10.8,altissimo,0.0,42.0,moderada,0.13333333333333333,3.2,baixa,0.0
2,10.8,altissimo,0.0,42.0,moderada,0.13333333333333333,3.2,media,0.6399999999999999
2,10.8,altissimo,0.0,42.0,moderada,0.13333333333333333,3.2,media_alta,0.0
2,10.8,altissimo,0.0,42.0,moderada,0.13333333333333333,3.2,alta,0.0
2,10.8,altissimo,0.0,42.0,moderada,0.13333333333333333,3.2,altissimo,0.0
2,10.8,altissimo,0.0,42.0,alta,0.0,3.2,baixa,0.0
2,10.8,altissimo,0.0,42.0,alta,0.0,3.2,media,0.6399999999999999
2,10.8,altissimo,0.0,42.0,alta,0.0,3.2,media_alta,0.0
2,10.8,altissimo,0.0,42.0,alta,0.0,3.2,alta,0.0
2,10.8,altissimo,0.0,42.0,alta,0.0,3.2,altissimo,0.0
2,10.8,altissimo,0.0,42.0,altissima,0.0,3.2,baixa,0.0
2,10.8,altissimo,0.0,42.0,altissima,0.0,3.2,media,0.6399999999999999
2,10.8,altissimo,0.0,42.0,altissima,0.0,3.2,media_alta,0.0
2,10.8,altissimo,0.0,42.0,altissima,0.0,3.2,alta,0.0
2,10.8,altissimo,0.0,42.0,altissima,0.0,3.2,altissimo,0.0
3,13.6,baixa,0.0,58.0,muito_baixa,0.0,4.5,baixa,0.0
3,13.6,baixa,0.0,58.0,muito_baixa,0.0,4.5,media,0.0
3,13.6,baixa,0.0,58.0,muito_baixa,0.0,4.5,media_alta,0.8
3,13.6,baixa,0.0,58.0,muito_baixa,0.0,4.5,alta,0.0
3,13.6,baixa,0.0,58.0,muito_baixa,0.0,4.5,altissimo,0.0
3,13.6,baixa,0.0,58.0,baixa,0.0,4.5,baixa,0.0
3,13.6,baixa,0.0,58.0,baixa,0.0,4.5,media,0.0
3,13.6,baixa,0.0,58.0,baixa,0.0,4.5,media_alta,0.8
3,13.6,baixa,0.0,58.0,baixa,0.0,4.5,alta,0.0
3,13.6,baixa,0.0,58.0,baixa,0.0,4.5,altissimo,0.0
3,13.6,baixa,0.0,58.0,moderada,0.8,4.5,baixa,0.0
3,13.6,baixa,0.0,58.0,moderada,0.8,4.5,media,0.0
3,13.6,baixa,0.0,58.0,moderada,0.8,4.5,media_alta,0.8
3,13.6,baixa,0.0,58.0,moderada,0.8,4.5,alta,0.0
3,13.6,baixa,0.0,58.0,moderada,0.8,4.5,altissimo,0.0
3,13.6,baixa,0.0,58.0,alta,0.0,4.5,baixa,0.0
3,13.6,baixa,0.0,58.0,alta,0.0,4.5,media,0.0
3,13.6,baixa,0.0,58.0,alta,0.0,4.5,media_alta,0.8
3,13.6,baixa,0.0,58.0,alta,0.0,4.5,alta,0.0
3,13.6,baixa,0.0,58.0,alta,0.0,4.5,altissimo,0.0
3,13.6,baixa,0.0,58.0,altissima,0.0,4.5,baixa,0.0
3,13.6,baixa,0.0,58.0,altissima,0.0,4.5,media,0.0
3,13.6,baixa,0.0,58.0,altissima,0.0,4.5,media_alta,0.8
3,13.6,baixa,0.0,58.0,altissima,0.0,4.5,alta,0.0
3,13.6,baixa,0.0,58.0,altissima,0.0,4.5,altissimo,0.0
3,13.6,media,0.10000000000000009,58.0,muito_baixa,0.0,4.5,baixa,0.0
3,13.6,media,0.10000000000000009,58.0,muito_baixa,0.0,4.5,media,0.0
3,13.6,media,0.10000000000000009,58.0,muito_baixa,0.0,4.5,media_alta,0.8
3,13.6,media,0.10000000000000009,58.0,muito_baixa,0.0,4.5,alta,0.0
3,13.6,media,0.10000000000000009,58.0,muito_baixa,0.0,4.5,altissimo,0.0
3,13.6,media,0.10000000000000009,58.0,baixa,0.0,4.5,baixa,0.0
3,13.6,media,0.10000000000000009,58.0,baixa,0.0,4.5,media,0.0
3,13.6,media,0.10000000000000009,58.0,baixa,0.0,4.5,media_alta,0.8
3,13.6,media,0.10000000000000009,58.0,baixa,0.0,4.5,alta,0.0
3,13.6,media,0.10000000000000009,58.0,baixa,0.0,4.5,altissimo,0.0
3,13.6,media,0.10000000000000009,58.0,moderada,0.8,4.5,baixa,0.0
3,13.6,media,0.10000000000000009,58.0,moderada,0.8,4.5,media,0.0
3,13.6,media,0.10000000000000009,58.0,moderada,0.8,4.5,media_alta,0.8
3,13.6,media,0.10000000000000009,58.0,moderada,0.8,4.5,alta,0.0
3,13.6,media,0.10000000000000009,58.0,moderada,0.8,4.5,altissimo,0.0
3,13.6,media,0.10000000000000009,58.0,alta,0.0,4.5,baixa,0.0
3,13.6,media,0.10000000000000009,58.0,alta,0.0,4.5,media,0.0
3,13.6,media,0.10000000000000009,58.0,alta,0.0,4.5,media_alta,0.8
3,13.6,media,0.10000000000000009,58.0,alta,0.0,4.5,alta,0.0
3,13.6,media,0.10000000000000009,58.0,alta,0.0,4.5,altissimo,0.0
3,13.6,media,0.10000000000000009,58.0,altissima,0.0,4.5,baixa,0.0
3,13.6,media,0.10000000000000009,58.0,altissima,0.0,4.5,media,0.0
3,13.6,media,0.10000000000000009,58.0,altissima,0.0,4.5,media_alta,0.8
3,13.6,media,0.10000000000000009,58.0,altissima,0.0,4.5,alta,0.0
3,13.6,media,0.10000000000000009,58.0,altissima,0.0,4.5,altissimo,0.0
3,13.6,media_alta,0.3999999999999999,58.0,muito_baixa,0.0,4.5,baixa,0.0
3,13.6,media_alta,0.3999999999999999,58.0,muito_baixa,0.0,4.5,media,0.0
3,13.6,media_alta,0.3999999999999999,58.0,muito_baixa,0.0,4.5,media_alta,0.8
3,13.6,media_alta,0.3999999999999999,58.0,muito_baixa,0.0,4.5,alta,0.0
3,13.6,media_alta,0.3999999999999999,58.0,muito_baixa,0.0,4.5,altissimo,0.0
3,13.6,media_alta,0.3999999999999999,58.0,baixa,0.0,4.5,baixa,0.0
3,13.6,media_alta,0.3999999999999999,58.0,baixa,0.0,4.5,media,0.0
3,13.6,media_alta,0.3999999999999999,58.0,baixa,0.0,4.5,media_alta,0.8
3,13.6,media_alta,0.3999999999999999,58.0,baixa,0.0,4.5,alta,0.0
3,13.6,media_alta,0.3999999999999999,58.0,baixa,0.0,4.5,altissimo,0.0
3,13.6,media_alta,0.3999999999999999,58.0,moderada,0.8,4.5,baixa,0.0
3,13.6,media_alta,0.3999999999999999,58.0,moderada,0.8,4.5,media,0.0
3,13.6,media_alta,0.3999999999999999,58.0,moderada,0.8,4.5,media_alta,0.8
3,13.6,media_alta,0.3999999999999999,58.0,moderada,0.8,4.5,alta,0.0
3,13.6,media_alta,0.3999999999999999,58.0,moderada,0.8,4.5,altissimo,0.0
3,13.6,media_alta,0.3999999999999999,58.0,alta,0.0,4.5,baixa,0.0
3,13.6,media_alta,0.3999999999999999,58.0,alta,0.0,4.5,media,0.0
3,13.6,media_alta,0.3999999999999999,58.0,alta,0.0,4.5,media_alta,0.8
3,13.6,media_alta,0.3999999999999999,58.0,alta,0.0,4.5,alta,0.0
3,13.6,media_alta,0.3999999999999999,58.0,alta,0.0,4.5,altissimo,0.0
3,13.6,media_alta,0.3999999999999999,58.0,altissima,0.0,4.5,baixa,0.0
3,13.6,media_alta,0.3999999999999999,58.0,altissima,0.0,4.5,media,0.0
3,13.6,media_alta,0.3999999999999999,58.0,altissima,0.0,4.5,media_alta,0.8
3,13.6,media_alta,0.3999999999999999,58.0,altissima,0.0,4.5,alta,0.0
3,13.6,media_alta,0.3999999999999999,58.0,altissima,0.0,4.5,altissimo,0.0
3,13.6,alta,0.0,58.0,muito_baixa,0.0,4.5,baixa,0.0
3,13.6,alta,0.0,58.0,muito_baixa,0.0,4.5,media,0.0
3,13.6,alta,0.0,58.0,muito_baixa,0.0,4.5,media_alta,0.8
3,13.6,alta,0.0,58.0,muito_baixa,0.0,4.5,alta,0.0
3,13.6,alta,0.0,58.0,muito_baixa,0.0,4.5,altissimo,0.0
3,13.6,alta,0.0,58.0,baixa,0.0,4.5,baixa,0.0
3,13.6,alta,0.0,58.0,baixa,0.0,4.5,media,0.0
3,13.6,alta,0.0,58.0,baixa,0.0,4.5,media_alta,0.8
3,13.6,alta,0.0,58.0,baixa,0.0,4.5,alta,0.0
3,13.6,alta,0.0,58.0,baixa,0.0,4.5,altissimo,0.0
3,13.6,alta,0.0,58.0,moderada,0.8,4.5,baixa,0.0
3,13.6,alta,0.0,58.0,moderada,0.8,4.5,media,0.0
3,13.6,alta,0.0,58.0,moderada,0.8,4.5,media_alta,0.8
3,13.6,alta,0.0,58.0,moderada,0.8,4.5,alta,0.0
3,13.6,alta,0.0,58.0,moderada,0.8,4.5,altissimo,0.0
3,13.6,alta,0.0,58.0,alta,0.0,4.5,baixa,0.0
3,13.6,alta,0.0,58.0,alta,0.0,4.5,media,0.0
3,13.6,alta,0.0,58.0,alta,0.0,4.5,media_alta,0.8
3,13.6,alta,0.0,58.0,alta,0.0,4.5,alta,0.0
3,13.6,alta,0.0,58.0,alta,0.0,4.5,altissimo,0.0
3,13.6,alta,0.0,58.0,altissima,0.0,4.5,baixa,0.0
3,13.6,alta,0.0,58.0,altissima,0.0,4.5,media,0.0
3,13.6,alta,0.0,58.0,altissima,0.0,4.5,media_alta,0.8
3,13.6,alta,0.0,58.0,altissima,0.0,4.5,alta,0.0
3,13.6,alta,0.0,58.0,altissima,0.0,4.5,altissimo,0.0
3,13.6,altissimo,0.0,58.0,muito_baixa,0.0,4.5,baixa,0.0
3,13.6,altissimo,0.0,58.0,muito_baixa,0.0,4.5,media,0.0
3,13.6,altissimo,0.0,58.0,muito_baixa,0.0,4.5,media_alta,0.8
3,13.6,altissimo,0.0,58.0,muito_baixa,0.0,4.5,alta,0.0
3,13.6,altissimo,0.0,58.0,muito_baixa,0.0,4.5,altissimo,0.0
3,13.6,altissimo,0.0,58.0,baixa,0.0,4.5,baixa,0.0
3,13.6,altissimo,0.0,58.0,baixa,0.0,4.5,media,0.0
3,13.6,altissimo,0.0,58.0,baixa,0.0,4.5,media_alta,0.8
3,13.6,altissimo,0.0,58.0,baixa,0.0,4.5,alta,0.0
3,13.6,altissimo,0.0,58.0,baixa,0.0,4.5,altissimo,0.0
3,13.6,altissimo,0.0,58.0,moderada,0.8,4.5,baixa,0.0
3,13.6,altissimo,0.0,58.0,moderada,0.8,4.5,media,0.0
3,13.6,altissimo,0.0,58.0,moderada,0.8,4.5,media_alta,0.8
3,13.6,altissimo,0.0,58.0,moderada,0.8,4.5,alta,0.0
3,13.6,altissimo,0.0,58.0,moderada,0.8,4.5,altissimo,0.0
3,13.6,altissimo,0.0,58.0,alta,0.0,4.5,baixa,0.0
3,13.6,altissimo,0.0,58.0,alta,0.0,4.5,media,0.0
3,13.6,altissimo,0.0,58.0,alta,0.0,4.5,media_alta,0.8
3,13.6,altissimo,0.0,58.0,alta,0.0,4.5,alta,0.0
3,13.6,altissimo,0.0,58.0,alta,0.0,4.5,altissimo,0.0
3,13.6,altissimo,0.0,58.0,altissima,0.0,4.5,baixa,0.0
3,13.6,altissimo,0.0,58.0,altissima,0.0,4.5,media,0.0
3,13.6,altissimo,0.0,58.0,altissima,0.0,4.5,media_alta,0.8
3,13.6,altissimo,0.0,58.0,altissima,0.0,4.5,alta,0.0
3,13.6,altissimo,0.0,58.0,altissima,0.0,4.5,altissimo,0.0
4,15.4,baixa,0.0,67.0,muito_baixa,0.0,5.1,baixa,0.0
4,15.4,baixa,0.0,67.0,muito_baixa,0.0,5.1,media,0.0
4,15.4,baixa,0.0,67.0,muito_baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,baixa,0.0,67.0,muito_baixa,0.0,5.1,alta,0.0
4,15.4,baixa,0.0,67.0,muito_baixa,0.0,5.1,altissimo,0.0
4,15.4,baixa,0.0,67.0,baixa,0.0,5.1,baixa,0.0
4,15.4,baixa,0.0,67.0,baixa,0.0,5.1,media,0.0
4,15.4,baixa,0.0,67.0,baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,baixa,0.0,67.0,baixa,0.0,5.1,alta,0.0
4,15.4,baixa,0.0,67.0,baixa,0.0,5.1,altissimo,0.0
4,15.4,baixa,0.0,67.0,moderada,0.2,5.1,baixa,0.0
4,15.4,baixa,0.0,67.0,moderada,0.2,5.1,media,0.0
4,15.4,baixa,0.0,67.0,moderada,0.2,5.1,media_alta,0.7200000000000003
4,15.4,baixa,0.0,67.0,moderada,0.2,5.1,alta,0.0
4,15.4,baixa,0.0,67.0,moderada,0.2,5.1,altissimo,0.0
4,15.4,baixa,0.0,67.0,alta,0.4666666666666667,5.1,baixa,0.0
4,15.4,baixa,0.0,67.0,alta,0.4666666666666667,5.1,media,0.0
4,15.4,baixa,0.0,67.0,alta,0.4666666666666667,5.1,media_alta,0.7200000000000003
4,15.4,baixa,0.0,67.0,alta,0.4666666666666667,5.1,alta,0.0
4,15.4,baixa,0.0,67.0,alta,0.4666666666666667,5.1,altissimo,0.0
4,15.4,baixa,0.0,67.0,altissima,0.0,5.1,baixa,0.0
4,15.4,baixa,0.0,67.0,altissima,0.0,5.1,media,0.0
4,15.4,baixa,0.0,67.0,altissima,0.0,5.1,media_alta,0.7200000000000003
4,15.4,baixa,0.0,67.0,altissima,0.0,5.1,alta,0.0
4,15.4,baixa,0.0,67.0,altissima,0.0,5.1,altissimo,0.0
4,15.4,media,0.0,67.0,muito_baixa,0.0,5.1,baixa,0.0
4,15.4,media,0.0,67.0,muito_baixa,0.0,5.1,media,0.0
4,15.4,media,0.0,67.0,muito_baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media,0.0,67.0,muito_baixa,0.0,5.1,alta,0.0
4,15.4,media,0.0,67.0,muito_baixa,0.0,5.1,altissimo,0.0
4,15.4,media,0.0,67.0,baixa,0.0,5.1,baixa,0.0
4,15.4,media,0.0,67.0,baixa,0.0,5.1,media,0.0
4,15.4,media,0.0,67.0,baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media,0.0,67.0,baixa,0.0,5.1,alta,0.0
4,15.4,media,0.0,67.0,baixa,0.0,5.1,altissimo,0.0
4,15.4,media,0.0,67.0,moderada,0.2,5.1,baixa,0.0
4,15.4,media,0.0,67.0,moderada,0.2,5.1,media,0.0
4,15.4,media,0.0,67.0,moderada,0.2,5.1,media_alta,0.7200000000000003
4,15.4,media,0.0,67.0,moderada,0.2,5.1,alta,0.0
4,15.4,media,0.0,67.0,moderada,0.2,5.1,altissimo,0.0
4,15.4,media,0.0,67.0,alta,0.4666666666666667,5.1,baixa,0.0
4,15.4,media,0.0,67.0,alta,0.4666666666666667,5.1,media,0.0
4,15.4,media,0.0,67.0,alta,0.4666666666666667,5.1,media_alta,0.7200000000000003
4,15.4,media,0.0,67.0,alta,0.4666666666666667,5.1,alta,0.0
4,15.4,media,0.0,67.0,alta,0.4666666666666667,5.1,altissimo,0.0
4,15.4,media,0.0,67.0,altissima,0.0,5.1,baixa,0.0
4,15.4,media,0.0,67.0,altissima,0.0,5.1,media,0.0
4,15.4,media,0.0,67.0,altissima,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media,0.0,67.0,altissima,0.0,5.1,alta,0.0
4,15.4,media,0.0,67.0,altissima,0.0,5.1,altissimo,0.0
4,15.4,media_alta,0.8500000000000001,67.0,muito_baixa,0.0,5.1,baixa,0.0
4,15.4,media_alta,0.8500000000000001,67.0,muito_baixa,0.0,5.1,media,0.0
4,15.4,media_alta,0.8500000000000001,67.0,muito_baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media_alta,0.8500000000000001,67.0,muito_baixa,0.0,5.1,alta,0.0
4,15.4,media_alta,0.8500000000000001,67.0,muito_baixa,0.0,5.1,altissimo,0.0
4,15.4,media_alta,0.8500000000000001,67.0,baixa,0.0,5.1,baixa,0.0
4,15.4,media_alta,0.8500000000000001,67.0,baixa,0.0,5.1,media,0.0
4,15.4,media_alta,0.8500000000000001,67.0,baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media_alta,0.8500000000000001,67.0,baixa,0.0,5.1,alta,0.0
4,15.4,media_alta,0.8500000000000001,67.0,baixa,0.0,5.1,altissimo,0.0
4,15.4,media_alta,0.8500000000000001,67.0,moderada,0.2,5.1,baixa,0.0
4,15.4,media_alta,0.8500000000000001,67.0,moderada,0.2,5.1,media,0.0
4,15.4,media_alta,0.8500000000000001,67.0,moderada,0.2,5.1,media_alta,0.7200000000000003
4,15.4,media_alta,0.8500000000000001,67.0,moderada,0.2,5.1,alta,0.0
4,15.4,media_alta,0.8500000000000001,67.0,moderada,0.2,5.1,altissimo,0.0
4,15.4,media_alta,0.8500000000000001,67.0,alta,0.4666666666666667,5.1,baixa,0.0
4,15.4,media_alta,0.8500000000000001,67.0,alta,0.4666666666666667,5.1,media,0.0
4,15.4,media_alta,0.8500000000000001,67.0,alta,0.4666666666666667,5.1,media_alta,0.7200000000000003
4,15.4,media_alta,0.8500000000000001,67.0,alta,0.4666666666666667,5.1,alta,0.0
4,15.4,media_alta,0.8500000000000001,67.0,alta,0.4666666666666667,5.1,altissimo,0.0
4,15.4,media_alta,0.8500000000000001,67.0,altissima,0.0,5.1,baixa,0.0
4,15.4,media_alta,0.8500000000000001,67.0,altissima,0.0,5.1,media,0.0
4,15.4,media_alta,0.8500000000000001,67.0,altissima,0.0,5.1,media_alta,0.7200000000000003
4,15.4,media_alta,0.8500000000000001,67.0,altissima,0.0,5.1,alta,0.0
4,15.4,media_alta,0.8500000000000001,67.0,altissima,0.0,5.1,altissimo,0.0
4,15.4,alta,0.0,67.0,muito_baixa,0.0,5.1,baixa,0.0
4,15.4,alta,0.0,67.0,muito_baixa,0.0,5.1,media,0.0
4,15.4,alta,0.0,67.0,muito_baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,alta,0.0,67.0,muito_baixa,0.0,5.1,alta,0.0
4,15.4,alta,0.0,67.0,muito_baixa,0.0,5.1,altissimo,0.0
4,15.4,alta,0.0,67.0,baixa,0.0,5.1,baixa,0.0
4,15.4,alta,0.0,67.0,baixa,0.0,5.1,media,0.0
4,15.4,alta,0.0,67.0,baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,alta,0.0,67.0,baixa,0.0,5.1,alta,0.0
4,15.4,alta,0.0,67.0,baixa,0.0,5.1,altissimo,0.0
4,15.4,alta,0.0,67.0,moderada,0.2,5.1,baixa,0.0
4,15.4,alta,0.0,67.0,moderada,0.2,5.1,media,0.0
4,15.4,alta,0.0,67.0,moderada,0.2,5.1,media_alta,0.7200000000000003
4,15.4,alta,0.0,67.0,moderada,0.2,5.1,alta,0.0
4,15.4,alta,0.0,67.0,moderada,0.2,5.1,altissimo,0.0
4,15.4,alta,0.0,67.0,alta,0.4666666666666667,5.1,baixa,0.0
4,15.4,alta,0.0,67.0,alta,0.4666666666666667,5.1,media,0.0
4,15.4,alta,0.0,67.0,alta,0.4666666666666667,5.1,media_alta,0.7200000000000003
4,15.4,alta,0.0,67.0,alta,0.4666666666666667,5.1,alta,0.0
4,15.4,alta,0.0,67.0,alta,0.4666666666666667,5.1,altissimo,0.0
4,15.4,alta,0.0,67.0,altissima,0.0,5.1,baixa,0.0
4,15.4,alta,0.0,67.0,altissima,0.0,5.1,media,0.0
4,15.4,alta,0.0,67.0,altissima,0.0,5.1,media_alta,0.7200000000000003
4,15.4,alta,0.0,67.0,altissima,0.0,5.1,alta,0.0
4,15.4,alta,0.0,67.0,altissima,0.0,5.1,altissimo,0.0
4,15.4,altissimo,0.0,67.0,muito_baixa,0.0,5.1,baixa,0.0
4,15.4,altissimo,0.0,67.0,muito_baixa,0.0,5.1,media,0.0
4,15.4,altissimo,0.0,67.0,muito_baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,altissimo,0.0,67.0,muito_baixa,0.0,5.1,alta,0.0
4,15.4,altissimo,0.0,67.0,muito_baixa,0.0,5.1,altissimo,0.0
4,15.4,altissimo,0.0,67.0,baixa,0.0,5.1,baixa,0.0
4,15.4,altissimo,0.0,67.0,baixa,0.0,5.1,media,0.0
4,15.4,altissimo,0.0,67.0,baixa,0.0,5.1,media_alta,0.7200000000000003
4,15.4,altissimo,0.0,67.0,baixa,0.0,5.1,alta,0.0
4,15.4,altissimo,0.0,67.0,baixa,0.0,5.1,altissimo,0.0
4,15.4,altissimo,0.0,67.0,moderada,0.2,5.1,baixa,0.0
4,15.4,altissimo,0.0,67.0,moderada,0.2,5.1,media,0.0
4,15.4,altissimo,0.0,67.0,moderada,0.2,5.1,media_alta,0.7200000000000003
4,15.4,altissimo,0.0,67.0,moderada,0.2,5.1,alta,0.0
4,15.4,altissimo,0.0,67.0,moderada,0.2,5.1,altissimo,0.0
4,15.4,altissimo,0.0,67.0,alta,0.4666666666666667,5.1,baixa,0.0
4,15.4,altissimo,0.0,67.0,alta,0.4666666666666667,5.1,media,0.0
4,15.4,altissimo,0.0,67.0,alta,0.4666666666666667,5.1,media_alta,0.7200000000000003
4,15.4,altissimo,0.0,67.0,alta,0.4666666666666667,5.1,alta,0.0
4,15.4,altissimo,0.0,67.0,alta,0.4666666666666667,5.1,altissimo,0.0
4,15.4,altissimo,0.0,67.0,altissima,0.0,5.1,baixa,0.0
4,15.4,altissimo,0.0,67.0,altissima,0.0,5.1,media,0.0
4,15.4,altissimo,0.0,67.0,altissima,0.0,5.1,media_alta,0.7200000000000003
4,15.4,altissimo,0.0,67.0,altissima,0.0,5.1,alta,0.0
4,15.4,altissimo,0.0,67.0,altissima,0.0,5.1,altissimo,0.0
5,18.9,baixa,0.0,74.0,muito_baixa,0.0,6.4,baixa,0.0
5,18.9,baixa,0.0,74.0,muito_baixa,0.0,6.4,media,0.0
5,18.9,baixa,0.0,74.0,muito_baixa,0.0,6.4,media_alta,0.0
5,18.9,baixa,0.0,74.0,muito_baixa,0.0,6.4,alta,0.7200000000000003
5,18.9,baixa,0.0,74.0,muito_baixa,0.0,6.4,altissimo,0.0
5,18.9,baixa,0.0,74.0,baixa,0.0,6.4,baixa,0.0
5,18.9,baixa,0.0,74.0,baixa,0.0,6.4,media,0.0
5,18.9,baixa,0.0,74.0,baixa,0.0,6.4,media_alta,0.0
5,18.9,baixa,0.0,74.0,baixa,0.0,6.4,alta,0.7200000000000003
5,18.9,baixa,0.0,74.0,baixa,0.0,6.4,altissimo,0.0
5,18.9,baixa,0.0,74.0,moderada,0.0,6.4,baixa,0.0
5,18.9,baixa,0.0,74.0,moderada,0.0,6.4,media,0.0
5,18.9,baixa,0.0,74.0,moderada,0.0,6.4,media_alta,0.0
5,18.9,baixa,0.0,74.0,moderada,0.0,6.4,alta,0.7200000000000003
5,18.9,baixa,0.0,74.0,moderada,0.0,6.4,altissimo,0.0
5,18.9,baixa,0.0,74.0,alta,0.9333333333333333,6.4,baixa,0.0
5,18.9,baixa,0.0,74.0,alta,0.9333333333333333,6.4,media,0.0
5,18.9,baixa,0.0,74.0,alta,0.9333333333333333,6.4,media_alta,0.0
5,18.9,baixa,0.0,74.0,alta,0.9333333333333333,6.4,alta,0.7200000000000003
5,18.9,baixa,0.0,74.0,alta,0.9333333333333333,6.4,altissimo,0.0
5,18.9,baixa,0.0,74.0,altissima,0.0,6.4,baixa,0.0
5,18.9,baixa,0.0,74.0,altissima,0.0,6.4,media,0.0
5,18.9,baixa,0.0,74.0,altissima,0.0,6.4,media_alta,0.0
5,18.9,baixa,0.0,74.0,altissima,0.0,6.4,alta,0.7200000000000003
5,18.9,baixa,0.0,74.0,altissima,0.0,6.4,altissimo,0.0
5,18.9,media,0.0,74.0,muito_baixa,0.0,6.4,baixa,0.0
5,18.9,media,0.0,74.0,muito_baixa,0.0,6.4,media,0.0
5,18.9,media,0.0,74.0,muito_baixa,0.0,6.4,media_alta,0.0
5,18.9,media,0.0,74.0,muito_baixa,0.0,6.4,alta,0.7200000000000003
5,18.9,media,0.0,74.0,muito_baixa,0.0,6.4,altissimo,0.0
5,18.9,media,0.0,74.0,baixa,0.0,6.4,baixa,0.0
5,18.9,media,0.0,74.0,baixa,0.0,6.4,media,0.0
5,18.9,media,0.0,74.0,baixa,0.0,6.4,media_alta,0.0
5,18.9,media,0.0,74.0,baixa,0.0,6.4,alta,0.7200000000000003
5,18.9,media,0.0,74.0,baixa,0.0,6.4,altissimo,0.0
5,18.9,media,0.0,74.0,moderada,0.0,6.4,baixa,0.0
5,18.9,media,0.0,74.0,moderada,0.0,6.4,media,0.0
5,18.9,media,0.0,74.0,moderada,0.0,6.4,media_alta,0.0
5,18.9,media,0.0,74.0,moderada,0.0,6.4,alta,0.7200000000000003
5,18.9,media,0.0,74.0,moderada,0.0,6.4,altissimo,0.0
5,18.9,media,0.0,74.0,alta,0.9333333333333333,6.4,baixa,0.0
5,18.9,media,0.0,74.0,alta,0.9333333333333333,6.4,media,0.0
5,18.9,media,0.0,74.0,alta,0.9333333333333333,6.4,media_alta,0.0
5,18.9,media,0.0,74.0,alta,0.9333333333333333,6.4,alta,0.7200000000000003
5,18.9,media,0.0,74.0,alta,0.9333333333333333,6.4,altissimo,0.0
5,18.9,media,0.0,74.0,altissima,0.0,6.4,baixa,0.0
5,18.9,media,0.0,74.0,altissima,0.0,6.4,media,0.0
5,18.9,media,0.0,74.0,altissima,0.0,6.4,media_alta,0.0
5,18.9,media,0.0,74.0,altissima,0.0,6.4,alta,0.7200000000000003
5,18.9,media,0.0,74.0,altissima,0.0,6.4,altissimo,0.0
5,18.9,media_alta,0.27500000000000036,74.0,muito_baixa,0.0,6.4,baixa,0.0
5,18.9,media_alta,0.27500000000000036,74.0,muito_baixa,0.0,6.4,media,0.0
5,18.9,media_alta,0.27500000000000036,74.0,muito_baixa,0.0,6.4,media_alta,0.0
5,18.9,media_alta,0.27500000000000036,74.0,muito_baixa,0.0,6.4,alta,0.7200000000000003
5,18.9,media_alta,0.27500000000000036,74.0,muito_baixa,0.0,6.4,altissimo,0.0
5,18.9,media_alta,0.27500000000000036,74.0,baixa,0.0,6.4,baixa,0.0
